"Naive Bayes",1.0,0.0,0.0,6968.0,189.49343339587242,1098.5915492957747
"Generalized Linear Model",1.0,0.0,0.0,5342.0,139.7748592870544,664.3192488262911
"Logistic Regression",1.0,0.0,0.0,5233.0,146.34146341463415,237.08920187793427
"Deep Learning",1.0,0.0,0.0,7354.0,659.4746716697936,180.7511737089202
"Decision Tree",1.0,0.0,0.0,5181.0,38.46153846153847,129.10798122065728
"Random Forest",1.0,0.0,0.0,11870.0,61.91369606003752,239.43661971830986
"Gradient Boosted Trees",1.0,0.0,0.0,27921.0,138.83677298311446,183.09859154929578
"Support Vector Machine",1.0,0.0,0.0,6252.0,87.24202626641652,173.70892018779344
