Generalized Linear Model,0.999911744,1.97E-04,,619,26.26641651,194.8356808
Deep Learning,0.999949137,1.14E-04,,2035,742.9643527,86.85446009
Decision Tree,0.999994877,1.15E-05,,464,7.504690432,237.0892019
Random Forest,0.999937818,1.39E-04,,1482,31.89493433,63.38028169
Gradient Boosted Trees,0.99969726,6.77E-04,,12191,729.8311445,208.9201878
Support Vector Machine,1.000210128,4.70E-04,,10611,3914.634146,173.7089202
